ticker	2020-08-01	2020-05-01	2020-02-01	2019-11-01	2019-08-01
CIX	13.83	13.78	16.15	14.66	16.45
PLXP	3.05	2.78	5.791	4.976	6.11
ESQ	15.55	16.42	22.75	24.3	25.65
DPDW	0.4	0.46	0.77	0.59	0.72
HGBL	2.43	0.99	0.91	0.88	0.65
EVBN	22.05	27.77	38.31	37.28	35.83
CPSS	3.27	2.96	3.48	3.4	3.65
CRD.B	-	-	-	-	-
NATH	50.93	55.93	65.25	74.88	69.13
HNNA	7.84	7.76	9.87	10.65	9.45
XTGRF	0.7215	-	-	-	-
STRT	21.61	-	-	-	-
TZAC	10.7	10.61	10.55	10.45	10.26
RFIL	4.47	5.55	5.9598	5.8925	8.1328
HWBK	16.52	18.09	22.47	23.58	23.88
JKSM	0.1882	-	-	-	-
LEAT	2.83	1.98	2.55	1.87	2.0
CHMG	27.01	24.5	39.67	42.57	43.64
BKSC	16.87	16.79	18.7	18.01	18.35
AXREF	0.05	0.02	0.05	0.03	0.04
KINS	5.4	4.9	7.9	8.07	8.48
PRPH	1.71	1.67	1.98	1.6575	1.7993
MBCN	17.64	17.09	24.81	22.55	21.14
ALCO	30.18	29.22	35.78	32.57	31.57
SLGL	7.32	8.25	12.83	8.0	10.19
SBSAA	0.25	0.34	0.37	0.15	0.17
OFLX	121.75	89.85	104.74	89.29	72.93
EMYB	-	-	-	-	-
EXPC	10.1	9.72	10.0	-	-
PDLB	9.1	9.21	14.09	14.03	14.38
MACK	-	-	-	-	-
STMH	0.4	0.2875	0.74	1.01	1.02
ZCMD	2.41	2.24	-	-	-
SJ	5.87	10.44	10.2	-	-
CSPI	7.44	10.84	14.5	12.42	13.66
WLMS	1.31	1.11	1.34	1.52	2.19
DBCCF	0.0749	0.05	0.1225	0.2501	-
SILC	37.67	31.33	35.22	33.34	32.08
GRIN	3.2	2.41	5.6	6.41	6.018
BWFG	14.9	15.25	27.03	28.62	28.1
VIRC	2.22	-	-	-	-
NKSH	25.08	29.33	39.96	40.55	35.31
ATUSF	7.7	6.16	7.99	7.9	9.58
PBIP	11.2	12.23	17.01	16.79	17.52
FCCY	12.36	12.61	19.92	18.77	17.85
BSBK	7.89	-	-	-	-
NRGMF	-	-	-	-	-
LAWS	29.88	33.61	47.22	45.95	41.87
ADDDF	273.96	232.5	316.99	310.0	326.0
NABIF	0.0175	0.0193	0.0406	0.0494	0.202
CVV	3.13	-	-	-	-
LGC	10.47	10.4	10.42	10.24	10.14
RDGC	0.13	0.38	0.6501	0.63	0.67
NWLI	194.79	192.73	266.0	272.26	268.67
SRAFF	0.16	0.2	0.19	0.19	0.22
RSSFF	0.031	0.017	0.028	0.02	0.024
AHODF	28.7	24.61	24.23	24.4	22.03
ARKR	9.86	-	-	-	-
FUBO	10.0	11.0	10.0	-	-
VRNDF	0.441	0.315	0.456	0.461	0.703
ALOT	6.88	7.03	12.33	15.63	23.73
NAII	-	-	-	-	-
FTMDF	0.06	0.04	0.06	0.06	0.07
PANL	2.04	2.38	2.92	3.2139	3.463
FMBM	19.75	18.24	28.33	26.13	27.14
MNDJF	1.451	1.029	0.769	0.609	1.01
THCA	9.93	9.89	9.91	9.8	9.78
EDRY	3.655	4.746	5.851	8.348	7.852
SRRA	-	-	-	-	-
IMEXF	0.02	0.037	0.053	0.043	0.043
DLMV	-	-	-	-	-
DBCP	5.82	-	-	-	-
GBL	11.79	12.92	16.5	15.7	20.2
BPRN	17.99	21.0	30.5	28.76	27.57
ALVOF	0.57	0.44	0.562	0.49	0.565
ACY	2.85	1.67	4.42	5.98	8.0
HCAP	4.0	3.9371	8.3404	8.5985	9.0992
OPXS	2.0	1.75	2.42	1.65	1.99
ARHH	0.7	0.72	1.36	1.41	1.75
FSBW	38.0	41.72	54.22	56.72	48.52
JMP	-	-	-	-	-
DFNS	10.12	9.8	-	-	-
NUZE	-	-	-	-	-
PGTK	1.35	1.49	2.95	2.98	3.75
CFFI	29.35	-	-	-	-
ARTW	2.18	1.95	1.77	1.82	2.13
HDRSF	0.025	0.021	0.021	0.033	0.035
BABB	0.5	0.6	0.8185	0.8463	0.7706
VEII	0.04	0.039	0.035	0.036	0.048
LIVE	9.84	6.74	7.29	8.36	5.99
GFGSF	0.1689	0.1522	0.123	0.1252	0.1698
KLFE	0.896	0.53	1.9	-	-
SYATF	0.0767	-	-	-	-
AMCI	10.26	10.15	10.19	10.05	9.98
NNXPF	1.268	1.08	1.3312	1.0	1.06
CFBK	10.63	-	-	-	-
FRAF	24.12	-	-	-	-
ITIC	115.08	133.9	157.8	151.7	164.1
EQS	1.38	1.13	1.78	1.51	1.55
TGC	0.66	0.52	0.58	0.58	0.74
BNSO	2.65	2.01	2.34	2.6	2.63
CHRA	2.41	1.61	2.0	1.91	5.2
BKLLF	0.045	0.0146	0.0206	0.0205	0.025
WFCF	1.56	-	-	-	-
OMTK	0.03	0.06	0.07	0.11	0.06
RHHVF	342.5	345.22	320.44	289.5	257.23
NOVS	-	-	-	-	-
AWRE	2.97	-	-	-	-
TDLAF	0.05	0.08	0.02	0.03	0.01
PBAM	12.27	12.65	20.95	20.15	23.1
FDBC	45.66	38.29	56.15	64.85	64.59
FRSB	6.85	7.75	9.9	9.25	9.9
SSPK	10.1	9.93	10.05	9.85	-
SMGI	0.135	0.12	0.29	0.25	0.448
INDO	4.695	3.879	6.9	-	-
SYNL	7.1	8.84	12.83	15.66	16.98
PME	0.95	0.96	1.08	1.95	2.91
ICCT	0.135	0.2	0.6401	0.76	0.55
PROV	12.2	12.91	21.63	19.59	20.14
WSTG	23.13	15.23	15.79	14.06	10.78
SMTX	3.13	3.11	3.73	2.06	3.88
FRD	5.02	4.24	5.82	6.85	6.09
PWOD	20.2	22.64	30.83	29.58	28.94
LRMR	11.0	115.92	165.6	106.56	131.04
FCAP	53.51	49.66	65.6	58.03	55.86
BH	64.93	69.99	108.48	83.48	90.8
OTCM	30.0	29.67	34.13	33.23	33.45
AXAHF	19.8	15.46	23.57	23.19	22.1
QPWR	0.0159	0.012	0.02	0.017	0.0376
SVBI	6.02	5.66	8.16	8.17	8.24
SRL	7.59	8.79	10.28	10.4	13.86
MARPS	1.98	1.3143	1.767	2.079	1.8173
MEC	7.59	5.22	7.61	8.55	13.17
SGMLF	1.7291	1.0601	1.3706	1.4216	1.67
BFC	62.21	51.06	62.31	69.32	57.17
NRP	10.0	12.75	19.45	24.28	28.04
SMIT	4.43	2.93	3.41	3.2	2.09
KCLI	28.6	26.72	31.65	32.13	31.66
ATLC	8.17	16.1	13.96	7.91	4.72
INTWF	0.2555	0.096	0.077	0.05	0.118
HSON	9.31	9.43	12.07	11.11	10.65
LARK	20.6	21.44	24.76	21.8	21.86
FCCO	13.4	15.25	20.1	18.73	18.58
WBBW	19.35	19.75	28.3	27.0	25.2
BNTC	7.14	9.1	6.85	9.93	12.75
DUOT	4.77	5.3601	-	0.488	8.19
CHPM	10.3	9.77	9.92	-	-
PNBK	6.0	5.71	13.31	12.79	15.43
COSM	2.38	2.05	1.71	2.92	3.61
JMDA	3.25	2.37	3.8	3.7	3.4
PHCF	3.62	2.1	2.21	2.64	2.87
LFGP	16.9	18.8	25.55	21.38	19.29
ACU	21.67	21.6	23.64	20.33	20.35
GRWCD	2.0	1.0	1.2	1.6	3.4
CSVI	57.25	42.57	49.59	44.38	39.28
AQSZF	0.0697	0.0632	0.1108	0.0938	0.131
WVVI	6.35	6.03	6.85	7.0	6.98
BOSC	2.88	1.78	2.13	1.95	2.88
ICNB	0.5999	0.6	0.71	0.72	0.9201
FNNZF	0.0646	0.043	0.0842	0.1	0.1203
UNB	18.16	23.64	32.63	31.97	31.62
ARYB	11.2	-	-	-	-
SSBI	9.86	9.85	12.75	11.88	11.76
RELL	4.33	3.941	5.1318	5.5597	5.4037
ALKEF	0.87	0.5	0.52	0.48	0.27
GLBXF	0.43	0.23	0.27	0.29	0.28
RUSHB	39.8	35.17	44.06	42.5	38.89
QRHC	1.42	1.18	2.45	2.37	2.41
CIZN	21.56	20.31	21.66	20.25	20.3
CZWI	6.62	7.7	11.77	10.93	10.71
SGOC	1.0	0.98	0.81	0.93	1.08
CBNK	10.62	10.86	13.62	14.49	12.74
FLNG	5.58	5.3	8.21	9.32	12.25
ISNS	3.65	3.84	5.41	5.25	5.0
PEBK	16.55	17.25	26.96	29.03	26.34
CTDH	0.13	0.19	0.19	0.19	0.23
MNPR	7.34	7.36	14.35	-	-
TAYD	10.06	10.75	12.3	10.66	10.75
DLAKF	8.89	9.12	15.6	17.4	15.65
OVLY	12.8	12.92	18.3	16.4	18.4
RDCM	8.3	7.05	8.78	10.3	7.84
BNET	0.46	0.48	0.52	0.49	0.52
VFRM	0.32	0.36	0.81	1.86	5.84
CCNC	1.8	1.95	1.28	-	-
HPTO	0.5	0.49	0.59	0.23	0.37
LTRPB	41.55	37.01	6.99	9.47	12.0
BASX	0.2051	0.16	0.24	0.57	1.78
SMTI	21.2	13.0	19.77	11.99	6.72
LEVL	16.17	18.05	24.71	24.22	23.35
MYFW	14.11	12.5	16.72	16.5	14.06
CLWT	2.93	2.2	1.9095	2.1926	3.3901
FGBI	11.79	13.33	17.59	18.52	19.11
FLUX	8.5	7.1	8.52	9.8	15.0
GEC	2.6	1.9	3.0	3.29	4.13
BSVN	9.91	9.9	17.78	17.34	17.92
CFGMF	0.127	0.13	0.2515	0.3536	0.4214
SSY	0.88	0.8	1.13	1.16	1.49
NHLD	2.33	1.37	2.94	2.62	2.66
SGA	23.38	28.12	29.91	29.46	30.2
OTTW	9.9	10.08	13.67	13.18	12.56
CBWA	10.8	9.49	14.4	14.3	14.4
MLVF	12.08	13.15	20.0	22.38	21.24
BHWB	20.5	20.88	29.63	26.66	26.56
STRS	19.1	16.77	29.75	27.58	28.22
TRMD	7.41	8.5	8.34	9.42	8.34
RNDB	10.73	10.25	15.84	15.13	15.01
SEII	0.16	0.28	0.38	0.36	0.26
GURE	6.14	3.91	2.85	3.9	4.45
WILC	17.25	11.85	13.75	12.3	10.75
WSCRF	0.064	0.06	0.133	0.13	0.146
VYCO	0.27	0.034	0.16	0.16	0.16
MGHCF	0.08	0.08	0.09	0.09	0.09
AGMH	16.09	18.44	15.35	20.48	15.68
AE	21.17	27.69	34.77	29.27	31.59
ABEPF	0.063	0.0198	0.0245	0.0319	0.0396
ARMP	3.72	3.46	3.98	4.15	3.51
CVGRF	0.0877	0.01	0.03	0.0739	0.11
ARDS	7.0	6.4	6.91	5.05	8.7
ATCX	8.5	9.1	10.2	10.1	-
WDDD	0.26	0.23	0.3	0.26	0.27
HGTXU	0.12	0.18	0.2	0.25	0.4
OFED	25.41	18.39	25.97	22.17	23.09
SUMR	9.7	3.76	2.52	2.79	3.69
BLILF	0.0984	0.0643	0.0812	0.128	0.1499
FSUMF	12.38	7.98	7.43	6.07	5.71
PBHC	9.3	9.93	13.79	12.78	13.0
LIXT	1.19	0.89	0.75	1.2	1.01
BNPQF	40.31	31.05	53.35	52.27	46.54
AYLA	13.33	-	-	-	-
EPSN	3.07	2.93	3.15	3.34	3.78
MRBK	15.02	14.65	20.06	17.85	17.05
KNRLF	0.4302	0.2377	0.4966	0.3843	0.55
PLBC	20.87	17.9	25.18	21.73	24.0
FSFG	42.5	43.26	63.53	61.18	59.8
MDEX	0.24	0.039	0.05	0.05	0.05
DXR	17.25	15.83	9.26	9.27	9.14
CRWS	4.69	4.97	6.2559	5.7805	4.2448
OCBI	23.55	24.8	30.15	27.9	26.23
ACAN	0.53	0.57	0.64	0.68	1.25
VGGOF	0.21	0.13	0.436	0.893	1.75
BNKL	1.22	1.7	1.16	1.925	3.595
CANB	0.9	0.75	4.5	5.7	0.0285
VERY	8.4	10.71	14.1	8.93	-
OVBC	19.7	24.94	32.41	35.82	34.96
FKWL	10.55	5.2	2.4	2.39	2.17
EMMA	1.91	1.25	1.22	2.95	6.51
CLCS	1.56	0.51	0.66	0.71	0.55
MKC.V	-	-	-	-	-
INVO	4.45	0.19	0.2475	0.2992	0.3499
PFHO	1.0	1.05	-	1.0625	4.8
PRKR	0.43	0.53	0.4	0.11	0.23
CTUY	26.5	26.75	33.82	31.96	32.2
ACUR	0.27	0.34	0.34	0.36	0.25
OTEL	11.51	7.98	9.21	11.75	14.6
NTIC	8.63	7.78	14.38	12.36	11.12
GWGH	6.8	8.58	8.74	10.25	10.86
QTRHF	1.49	1.2522	1.4268	1.2307	1.2033
CYAN	2.2	2.21	2.45	2.33	2.51
BNVIF	0.1555	-	-	-	-
AAME	1.85	1.78	2.21	2.23	2.35
VQSLF	2.91	2.54	1.56	0.0849	0.1017
SIF	3.81	2.44	4.49	2.55	2.78
BDL	15.76	14.0	20.63	22.19	21.92
UBCP	10.67	10.11	13.94	11.57	10.81
KPIFF	0.0273	0.035	0.0435	0.0595	0.0817
WRHLF	0.06	0.115	-	-	-
FUSB	6.0	7.37	11.26	9.4	9.27
TLF	3.14	3.97	5.65	5.08	5.93
FNRN	8.0	8.4	11.5	11.3	11.4
UBOH	20.0	16.44	23.35	20.77	21.38
PTSI	28.06	38.18	53.41	57.3	58.41
CRBTF	0.0115	0.0067	0.009	0.0255	0.035
NANX	0.36	0.34	0.33	0.32	0.5
GFED	15.79	15.84	23.29	23.66	22.83
TCI	23.5	18.87	32.25	31.54	25.33
NROM	0.3	0.36	0.5	0.5	0.6
IEHC	18.05	16.25	22.51	20.25	20.99
OMQS	5.3	5.5	5.7	4.0	4.8
KTYB	16.8	15.95	22.71	22.69	23.53
PATI	9.01	8.94	12.09	15.05	14.3
FACO	0.79	0.78	0.69	0.77	0.9
HIFS	176.0	152.61	208.18	187.96	190.32
EFBI	15.91	15.75	16.25	15.95	15.8
REPYF	7.77	8.54	13.4	15.35	13.81
ESP	18.63	18.76	19.99	21.91	24.43
ANDR	0.03	0.02	0.02	0.03	0.04
CWRK	0.079	0.04	0.05	0.095	0.215
SIUIF	3.85	1.84	1.815	1.23	1.066
BRID	16.1	18.22	19.06	24.67	35.67
TAALF	1.47	-	-	-	-
NEPH	8.11	8.5	8.95	9.02	6.25
BROG	9.51	10.9	10.3	10.25	10.19
JMSB	10.3	12.7	18.05	16.84	16.2
GLBZ	9.0	9.19	10.8	10.57	10.86
BIOAF	0.204	0.118	0.168	0.142	0.19
QRTEB	11.12	8.47	8.55	9.94	14.17
COMS	1.11	1.07	1.2	0.78	0.788
CNTMF	0.3545	0.295	0.42	0.593	1.18
TMBXF	2.9	1.9	2.26	2.59	1.5
GRIF	49.2	38.42	40.5	38.88	38.36
GDRZF	1.85	1.677	1.62	1.7	1.75
GCBC	21.53	20.88	28.92	27.45	27.27
ACBM	5.0	2.93	3.05	2.57	5.0
FLCX	0.0169	0.0153	0.05	0.048	0.1268
GPDNF	67.12	66.65	77.47	80.48	83.26
PDEX	19.01	17.2	15.44	13.35	14.22
UG	14.42	14.22	16.57	18.16	18.61
DTEGF	16.5	13.85	14.79	16.14	15.01
VRDR	0.013	0.012	0.01	0.013	0.035
RYMDF	0.137	0.1724	0.131	0.1481	0.14
BOTJ	10.32	10.76	14.72	14.66	14.68
SAL	36.41	33.17	43.84	37.24	37.38
BCOM	2.05	1.12	1.59	1.16	1.41
EMCF	20.61	22.33	30.77	30.8	30.73
MICR	1.66	1.25	2.61	2.36	2.42
DCSX	0.7788	-	-	-	-
AUBN	45.5	43.49	56.37	42.06	37.86
AMRB	9.82	9.35	14.7	14.35	12.85
SEB	2703.25	3008.79	3850.19	4210.99	4071.4
BATL	8.63	4.9	11.02	-	-
SABK	8.7	8.27	12.52	12.27	12.75
VALU	24.65	30.71	32.44	19.79	25.32
ESBA	6.51	8.15	13.17	13.92	13.37
ZPAS	0.311	0.17	0.08	0.09	0.062
HQI	5.96	6.48	6.9	6.0	7.4
HEOFF	0.821	0.619	0.715	0.8404	0.906
SCTY	4.09	5.5	9.0	7.7	-
NICK	8.16	5.5	8.5	8.46	8.38
HARL	22.71	21.73	26.07	22.99	22.22
CGNSF	0.0786	0.112	0.1458	0.18	0.19
LATN	9.98	9.85	9.94	-	-
LPPPF	0.1188	0.1169	0.463	0.159	0.5
BSTG	2.5	3.35	2.1	2.5	2.25
FDVA	7.25	6.41	10.53	9.8	10.33
PDDPF	3.04	1.7784	2.6577	2.8763	3.4387
JCTCF	7.11	5.4	7.57	7.72	7.97
RBCN	8.04	8.08	9.16	8.56	9.19
CTARF	0.03	0.03	0.08	-	0.13
CYBXF	0.071	0.0326	0.0468	0.0341	0.0581
IAALF	0.14	0.12	0.15	0.09	0.12
SQIDF	0.13	0.1043	0.0574	0.0624	0.0938
IGIC	6.5	6.65	10.5	10.35	-
AXR	4.46	4.84	6.1	5.87	6.1
WVMDF	1.052	-	0.45	-	-
GNAL	0.016	0.013	0.021	0.033	0.053
DJCO	284.0	277.5	275.0	281.01	248.1
NHYKF	2.77	0.9733	1.4444	1.6444	1.72
SKKY	0.49	0.6	0.45	0.371	0.2999
ABVC	3.95	3.2	2.9	5.3	11.0
FAT	3.2	3.4	4.707	4.827	3.79
BCTF	11.12	10.08	15.43	14.54	15.12
SG	7.18	7.6	8.92	7.25	11.5
MLGCF	0.0966	0.1047	0.1234	0.0944	0.3246
WAYN	17.32	16.31	24.41	22.11	20.42
IMBBF	16.72	20.96	23.96	18.78	22.08
BIVI	15.09	4.44	4.0	8.11	12.5
ISCO	0.73	0.43	0.98	0.57	0.8
ASFI	12.97	11.59	10.3	6.85	7.33
CNFR	2.38	3.36	3.82	3.5	3.25
PBTHF	4.5	2.67	4.22	2.458	-
NEWA	3.17	2.35	3.79	6.28	5.825
GRNV	10.1	9.9	9.86	-	-
ARL	9.24	7.95	14.7	15.95	15.72
TOTA	10.85	10.65	10.6	10.39	10.26
FXNC	13.35	15.08	20.13	19.39	19.07
EXEO	0.9	0.89	0.93	0.95	0.95
ESOA	0.89	1.0	0.8	0.7518	0.7518
MHGU	15.3	10.5	18.82	16.74	16.62
SOTK	3.02	2.35	2.41	2.45	2.78
PXCLF	0.668	0.2363	0.21	0.21	0.75
AAMC	14.62	18.75	13.51	13.55	9.46
BDCO	0.5	0.55	0.42	1.2	1.0
HKHHF	86.55	78.44	95.93	93.92	98.44
CGLO	5.8	5.5	6.0	5.51	5.5
BIDCF	0.5	0.0891	0.099	0.1	0.1111
CNAF	18.0	16.66	19.94	19.99	19.7
SEOVF	0.21	0.1	0.13	0.15	0.14
TOFB	1.45	1.59	1.81	1.94	2.35
ULTXF	0.06	0.03	0.06	0.06	0.06
SFBC	28.28	25.85	36.08	35.61	34.18
NAUH	0.3	0.39	0.14	0.04	0.06
BRSF	1.0	1.99	-	-	-
AMBZ	24.25	26.0	35.85	34.1	36.0
CDXI	5.0	10.0	6.5	13.8	27.98
ILAL	0.38	0.65	1.18	0.65	0.85
GRRB	14.55	15.39	18.82	17.01	16.76
ENBP	17.85	18.34	21.16	19.82	19.38
PNRG	71.25	62.48	145.65	158.42	120.84
RELV	3.69	2.8	3.93	4.38	4.08
HVBC	12.15	12.5	17.2	14.76	14.42
BWL.A	-	-	-	-	-
BIO.B	-	-	-	-	-
KEQU	9.52	10.23	12.56	16.09	18.03
INLAF	0.1319	0.1013	0.1013	0.149	0.2862
FSEA	6.2	5.81	9.75	9.15	9.05
FBAK	178.0	186.01	237.0	224.64	218.78
RKFL	2.8	3.0	4.5	5.0	5.0
AIRT	12.32	12.01	21.25	18.71	17.57
PBNK	7.33	7.95	11.52	11.81	12.25
NEN	54.5	43.22	61.73	59.2	59.61
PFIN	4.73	4.5	6.9817	6.8672	7.7773
PKKW	9.45	8.89	12.5	11.96	11.59
RHHBF	346.49	348.0	321.7	282.66	259.21
BRK.A	-	-	-	-	-
BRBS	15.33	15.62	21.25	20.24	19.0
RNSFF	0.044	0.022	0.073	0.122	0.13
ASMIY	150.7	107.21	119.98	96.97	78.95
CVALF	0.82	1.3	1.42	1.51	2.25
JFBC	14.45	16.58	19.16	16.51	17.13
JW.B	-	-	-	-	-
PETV	0.7	0.3	0.53	0.5556	0.2556
AGBA	10.3	10.22	10.1	9.95	9.9
HLAN	68.0	56.75	94.17	82.93	79.5
CBAF	22.3	19.87	31.08	29.79	28.0
INBP	0.46	0.42	0.28	0.22	0.28
NWYF	23.5	25.07	34.07	31.29	29.51
CYSM	8.8	8.43	12.54	13.77	12.64
PWCO	0.0998	0.0899	0.135	0.145	0.12
ZDPY	0.134	0.131	0.217	0.285	0.34
ROMJF	2.23	1.65	1.6416	1.42	2.2917
WIZP	0.22	0.15	0.17	0.22	0.37
GTN.A	-	-	-	-	-
FMCB	735.0	742.34	760.16	757.78	779.85
ELSE	3.5	3.2	3.72	3.84	3.4
TSRI	4.88	3.4	3.87	3.6	4.53
MJHI	0.68	0.75	2.96	1.24	2.07
PFBX	10.5	9.93	11.48	10.46	11.34
FLYLF	0.36	0.48	1.24	0.93	1.25
CCRC	4.587	5.12	9.51	11.65	10.36
GGTTF	0.0988	0.115	0.129	0.1634	0.27
KISB	24.5	25.48	29.32	29.11	30.56
PFLC	7.15	7.09	12.31	11.53	11.5
CIBH	1.1	1.25	1.39	1.32	1.48
CRECF	0.24	0.19	0.25	0.32	0.29
IINX	0.5	1.73	1.81	1.9	1.75
ELRE	4.23	3.3	4.8	3.88	3.88
LIVK	9.94	9.66	9.8	-	-
DIT	68.72	65.31	77.36	71.98	96.13
BH.A	-	-	-	-	-
ZFSVF	364.53	317.17	396.52	366.49	330.76
FMBL	6150.0	6102.18	7714.51	7750.14	8155.57
GLAE	45.5	150.0	250.0	95.0	118.0
