ticker	2020-08-01	2020-05-01	2020-02-01	2019-11-01	2019-08-01
PFPT	115.67	121.73	122.81	115.37	126.2
AEP	86.88	82.37	102.59	92.2	85.14
GPK	13.94	13.28	15.45	15.41	14.55
SHIP	1.52	2.4	6.24	11.36	9.44
UBS	11.68	9.6	11.04	10.5	9.97
RUTH	6.7	11.26	20.34	20.3	21.82
AOS	48.14	42.19	42.26	48.92	44.53
LIN	245.11	183.13	201.23	195.66	187.81
RAD	15.16	14.33	11.95	9.2	6.97
NYCB	10.53	10.68	10.71	11.13	10.85
CPRI	14.98	15.25	29.96	31.07	35.59
VSLR	20.34	6.34	8.16	7.01	8.25
BTE	0.47	0.33	1.11	1.12	1.52
EVRI	5.68	4.95	12.5	10.06	12.01
DRI	75.9	73.79	116.43	111.4	119.69
PVG	9.47	7.63	10.89	10.12	10.84
ONEM	29.61	24.67	22.07	-	-
MOGO	1.98	0.85	2.64	3.032	2.9
AMTD	35.89	38.94	46.78	37.51	49.64
PHM	43.6	28.18	44.35	38.86	31.11
CNQ	17.66	16.5	26.65	23.67	23.46
QLGN	5.72	8.1	5.25	6.5	25.75
CAG	37.45	33.44	32.72	26.71	28.29
NTNX	22.19	20.49	32.47	29.22	22.7
SAND	9.62	7.78	6.86	7.1	6.14
XEL	69.04	63.14	68.29	62.28	58.08
YUMC	51.24	48.46	42.95	42.26	45.12
IR	31.59	28.58	33.92	30.09	30.55
EXAS	94.75	78.98	93.28	87.0	115.11
OSUR	18.15	15.94	7.05	8.54	8.35
BLDP	14.22	10.16	9.87	5.52	4.05
ENB	32.0	30.12	39.36	34.73	31.33
WEN	23.18	19.81	21.49	20.89	17.86
VLY	7.47	8.24	10.23	11.14	10.63
LXRX	1.94	1.89	3.09	3.71	1.35
TRIP	20.23	19.97	27.32	35.93	39.26
GERN	1.59	1.19	1.31	1.43	1.2
UAVS	2.77	1.45	0.53	0.39	0.26
SFIX	22.15	16.05	22.9	22.86	26.08
BHC	18.27	18.12	27.43	24.84	23.97
BLDR	23.69	18.35	24.8	22.61	17.18
NATI	35.5	38.15	44.06	40.62	40.75
AMC	4.04	4.92	6.4802	9.0919	11.2879
ES	90.07	80.13	91.23	82.11	73.91
CYH	4.98	3.03	4.29	3.54	2.05
HOLX	69.78	50.1	53.52	48.31	51.25
DISCA	21.1	22.42	29.26	26.96	30.31
KDMN	3.66	4.3	4.59	2.89	2.62
NI	24.45	24.9	28.63	27.39	28.79
AKER	5.19	3.46	2.99	9.31	10.08
CNK	11.83	14.28	31.04	35.7	38.59
DFS	49.43	42.49	73.86	78.49	87.28
NK	11.18	3.9	6.32	1.05	1.38
HCA	126.64	109.88	138.33	132.71	132.24
CNC	65.25	66.58	62.81	53.08	52.09
TROW	138.1	114.76	131.22	113.11	110.05
HP	17.83	18.91	38.16	34.07	44.4
CINF	77.93	65.16	103.14	110.67	104.4
MOS	13.47	11.46	19.7	19.69	24.88
AEZS	0.47	0.77	1.07	1.01	2.5
VST	18.66	19.41	22.17	26.48	20.92
LCA	11.5	9.85	10.03	9.81	9.78
ASNA	0.72	1.45	4.4	7.0	8.8
BERY	49.99	39.79	42.52	41.51	45.05
AEM	79.49	58.5	61.38	60.72	51.49
SLCA	3.53	1.92	5.0686	4.3488	13.4368
FDX	168.4	126.16	143.23	150.53	167.49
APO	49.1	40.08	45.96	39.52	31.19
TROX	7.62	6.74	8.29	8.28	10.73
TDOC	237.63	164.59	101.71	76.6	68.24
MNLO	1.61	1.82	4.6	5.07	3.79
AVGO	316.75	268.85	297.0	282.16	276.86
AXTA	22.2	19.74	28.81	29.49	29.63
SGMO	10.83	8.15	7.33	9.05	12.01
ENPH	60.36	46.83	31.52	19.43	28.15
USFD	20.3	21.5	40.17	39.67	35.37
CI	172.69	195.78	192.34	178.42	169.89
SFM	26.38	20.78	15.63	19.41	16.93
DDOG	93.86	45.12	46.21	33.59	-
HIHO	2.63	2.0	1.7191	1.6711	2.0456
MTZ	39.78	35.9	57.75	62.94	51.32
GS	197.96	182.28	234.84	209.58	214.87
AEG	2.9	2.4174	3.7283	4.0166	4.3827
ALB	82.46	61.15	79.47	59.79	71.44
EQH	20.46	18.16	23.63	21.12	21.82
MOBL	6.23	5.09	4.77	6.26	6.9
SDC	8.45	7.72	13.39	11.69	-
FANG	39.86	43.14	73.27	84.25	101.41
SIX	17.39	20.01	37.75	40.99	50.61
RDN	14.92	14.86	24.17	24.77	22.49
APTV	77.75	69.55	84.57	89.12	86.99
CARS	8.12	5.18	11.67	11.31	19.0
ASM	1.06	0.4	0.55	0.56	0.72
SGEN	166.27	137.23	108.39	107.4	75.71
HES	49.21	48.39	55.85	64.66	63.51
CIT	18.97	18.54	44.32	41.26	48.25
BLMN	11.52	12.05	20.56	19.52	16.68
SHOP	1024.0	632.29	465.66	313.57	317.88
MFC	13.42	12.08	18.46	17.48	16.79
TER	88.96	62.44	65.79	60.95	55.39
CHEF	11.53	14.08	36.4	33.13	36.47
BGS	28.91	19.04	15.3	14.43	16.56
AON	205.22	172.3	219.22	191.87	187.56
LBTYK	22.76	18.31	19.48	23.87	26.04
LHSIF	0.369	0.364	0.557	0.385	0.428
BTCS	0.25	0.218	0.059	0.119	0.205
LHX	168.33	192.87	219.39	203.75	204.3
PLAN	45.41	40.86	57.59	47.2	56.94
TAUG	0.0355	0.0342	0.0465	0.035	0.0383
AMPE	1.04	0.61	0.7	0.37	0.39
STT	63.79	62.51	74.24	64.43	56.16
DAN	11.43	11.5	15.31	16.03	16.37
CARV	5.5	1.9	2.63	3.01	3.05
WTI	2.26	2.77	4.14	4.03	4.49
TRQ	0.83	0.51	0.63	0.42	0.58
MAT	11.11	8.72	14.63	11.94	14.6
RXMD	0.063	0.043	0.055	0.034	0.062
EXPR	1.01	2.07	4.01	3.22	2.47
CNHI	6.79	6.24	9.14	10.59	9.81
EDSA	6.85	2.44	3.15	5.56	4.88
ZTS	151.68	129.13	133.81	127.35	114.23
CCTC	0.01	0.06	0.07	0.07	0.1
SC	18.36	15.14	25.64	23.95	25.48
TGB	0.65	0.34	0.46	0.4	0.46
VRAY	2.77	2.08	3.12	2.6	8.96
PRO	32.63	34.39	60.0	51.24	72.36
ALK	34.44	32.52	64.23	68.7	62.33
NBRV	0.76	0.548	1.35	1.93	2.375
SYK	193.3	185.81	209.24	214.19	207.26
VG	11.95	8.36	8.87	9.77	12.4
SUNW	1.32	0.494	0.95	2.09	3.85
AIMT	13.21	17.12	31.05	27.82	19.25
WRTC	9.8	4.85	6.67	3.93	4.82
OLN	11.24	13.11	14.43	17.61	19.06
HRL	50.86	46.62	46.79	40.28	40.17
LOCO	19.76	12.23	13.78	11.62	9.84
CTXS	142.76	144.65	120.53	107.9	93.06
MGEN	1.11	0.622	1.75	0.645	2.0
EW	78.41	72.5	73.29	79.46	70.95
CCH	13.38	10.47	10.82	10.23	10.3
VIRT	24.8	23.13	16.3	16.32	20.59
CB	127.24	107.36	149.94	149.64	149.34
BKH	57.86	61.36	81.72	77.04	76.85
BB	4.74	4.28	6.1	5.26	7.3
CZZ	20.2	13.24	21.93	16.7	14.57
ALXN	102.49	107.47	99.39	105.4	113.29
KNX	43.49	37.11	36.91	36.24	35.56
COST	325.53	302.35	303.53	295.17	272.64
SJI	23.33	28.3	30.1	31.13	32.67
ATHX	2.56	2.3	1.36	1.28	1.39
KGKG	0.034	0.0282	0.0615	0.0629	0.1101
INFN	7.89	6.17	7.37	5.59	3.86
LLNW	6.27	5.07	4.99	4.22	2.71
PLNT	52.2	60.33	80.79	63.66	78.66
IPNFF	0.1296	0.0273	0.0491	0.03	0.025
EQX	11.97	8.37	8.41	6.5	4.95
CAKE	24.0	22.29	37.96	40.97	41.84
FBP	5.44	5.78	9.13	10.32	10.52
MNST	78.48	61.81	66.6	56.13	64.47
SYN	0.58	0.35	0.52	0.41	0.48
RDFN	41.58	21.13	24.33	17.39	18.04
QRVO	128.15	98.03	105.86	80.86	73.29
MGNI	6.01	-	9.36	-	-
MMC	116.6	96.94	110.83	102.25	97.03
UNVR	17.67	14.52	21.55	21.46	22.12
ATI	8.69	7.51	17.25	21.01	21.77
PNC	106.67	105.49	145.21	142.33	137.52
ALL	94.39	101.16	117.31	104.84	105.29
VTGN	0.93	0.44	0.74	1.13	0.51
BPY	11.19	9.08	17.64	17.33	17.46
BEPC	44.94	-	-	-	-
EXPD	84.51	71.12	72.54	71.96	75.32
TSN	61.45	61.77	81.59	81.02	77.48
AMAZ	0.0074	0.002	0.14	0.075	0.1465
LRCX	377.16	254.27	295.26	267.21	204.63
CHRW	93.72	70.47	71.26	74.15	81.58
ADBE	444.32	353.64	351.14	277.93	298.86
CERN	69.45	69.22	71.44	66.59	70.9
JEF	16.2	13.56	21.25	18.21	19.34
DHT	5.68	6.86	5.03	6.86	5.0
DXC	17.91	18.13	31.26	26.98	54.03
CSLT	1.1	0.73	1.24	1.51	1.61
KAR	15.13	14.98	20.74	24.31	25.96
FUL	45.34	36.66	45.81	48.22	47.08
UGI	33.34	29.86	40.71	46.32	49.3
NEE	280.7	229.85	265.35	234.55	202.74
KMPH	0.416	0.3	0.368	0.551	1.26
PTAC	10.26	9.76	9.92	-	-
RGLS	0.7	0.51	1.08	0.68	0.61
MNKD	1.56	1.3	1.47	1.31	1.12
SENS	0.478	0.57	0.818	1.17	1.11
EVRG	64.83	57.93	71.04	62.42	58.64
COF	63.8	64.33	98.76	91.9	90.68
LPLA	79.02	60.01	91.38	79.95	82.67
DNN	0.47	0.43	0.34	0.46	0.49
SGBX	2.95	3.53	3.12	10.2	17.8
GNTX	26.99	24.13	29.48	27.67	26.93
EXEL	23.09	24.7	17.2	15.45	21.27
CHX	9.51	-	25.86	-	-
IMMU	42.23	30.38	18.57	16.0	14.75
SIG	10.74	10.06	24.31	15.81	17.13
HZNP	61.19	36.04	34.49	28.91	24.89
FND	65.9	42.4	49.31	45.83	39.15
FNB	7.41	7.96	11.35	11.62	11.48
AXU	2.85	1.62	1.78	1.91	1.7
ACOR	0.63	0.96	2.03	1.65	6.93
WTRG	45.35	41.54	51.4	44.62	41.07
ACGL	30.75	24.03	44.16	41.76	38.69
PS	21.17	16.44	19.39	18.08	30.69
FL	29.39	25.63	37.29	42.32	39.59
WPM	54.33	37.68	29.28	27.82	25.8
CCEP	41.17	39.64	52.61	52.8	54.54
LBTYA	23.41	19.42	20.52	25.15	26.67
YUM	91.05	85.98	104.75	100.3	110.56
NRG	33.81	33.23	36.25	39.1	33.25
ARMK	21.12	27.18	43.82	43.34	35.74
KMB	152.04	137.43	141.13	129.94	131.69
QRTEA	10.91	8.06	8.53	9.54	14.14
AUPH	14.13	17.24	18.3	4.86	6.36
YNDX	57.54	37.78	44.81	33.39	39.22
SEM	19.04	17.07	22.84	18.22	16.74
BBY	99.59	76.21	83.35	70.28	74.33
LMND	58.18	-	-	-	-
CYCC	4.95	4.17	13.0	7.2	11.4
PFGC	28.02	29.35	51.79	42.61	43.85
GME	4.01	5.73	3.84	5.44	4.02
DISCK	18.95	20.41	27.77	25.24	28.24
EMN	74.63	59.91	69.46	73.5	72.23
STL	11.25	12.17	19.75	19.27	21.35
CPG	1.54	1.3883	3.2643	3.6236	3.2707
ELY	19.05	14.31	21.39	20.19	18.3
PRPL	24.37	10.06	12.57	7.23	6.61
IIVI	50.72	34.42	33.65	33.15	39.7
RES	2.97	3.41	4.53	4.14	6.18
HUN	18.5	16.66	20.17	21.55	19.87
CME	166.18	177.42	215.3	200.79	189.1
LEN	72.35	49.97	66.04	59.2	47.22
BLL	73.63	65.45	71.88	69.52	70.89
EBS	111.24	73.95	55.09	57.16	44.14
CNDT	1.91	2.52	4.28	6.18	9.1
DVA	87.39	79.01	79.87	58.6	59.85
CHS	1.27	1.5	3.7316	3.2298	2.9312
ADSW	30.16	32.25	32.95	32.78	32.37
NG	9.12	11.19	9.12	7.28	6.17
CLRB	1.51	1.71	2.68	1.48	2.19
HLX	4.19	2.54	8.34	8.59	8.76
COOP	16.33	9.58	12.38	12.8	7.61
URBN	16.54	17.34	25.6	28.7	23.81
GRUB	72.24	47.79	54.15	34.06	67.63
SVM	7.24	3.72	5.18	4.15	3.05
SPOT	257.82	151.57	141.3	144.3	154.94
KKR	35.37	25.07	31.61	28.45	26.26
CCC	27.65	22.98	20.16	16.74	16.45
DLTR	93.35	79.67	87.07	110.4	101.75
SBH	11.61	9.71	15.35	15.5	13.74
HOTH	2.73	3.55	4.7	3.339	5.74
ECL	187.08	193.05	195.15	190.64	199.77
DHR	203.8	163.29	160.48	137.33	139.84
MTNB	0.782	0.769	1.35	0.9	0.811
ACI	14.86	-	-	-	-
TPH	16.72	11.48	16.26	15.74	13.69
PDCO	26.56	18.09	21.38	16.44	18.7
UPWK	15.02	8.33	9.18	15.04	16.44
TEL	89.07	73.01	91.16	88.07	90.46
AGEN	3.04	2.67	3.74	2.59	2.41
SJM	109.35	114.05	102.01	103.18	107.72
BYD	23.67	16.69	29.85	27.19	26.35
TTWO	164.02	121.05	124.64	120.35	122.52
BRO	45.47	35.83	44.71	37.44	35.62
CDNS	109.25	81.13	72.11	65.35	73.91
HSY	145.41	131.65	153.51	144.55	148.61
TDS	19.42	19.45	22.26	25.44	31.34
OTLK	1.36	0.675	0.924	1.31	2.33
AUMN	0.43	0.23	0.27	0.22	0.23
NSC	192.21	170.14	206.14	180.19	187.3
NOW	439.2	351.54	338.23	247.26	277.39
CORT	14.95	12.66	12.67	14.59	11.26
VKTX	7.02	5.76	6.28	6.47	7.69
HHT	1.19	0.46	0.76	2.44	3.49
ALKS	18.01	13.71	17.41	19.53	23.16
HSIC	68.73	54.56	68.94	62.59	66.54
DELL	59.83	42.69	48.77	52.89	57.74
TGTX	19.58	11.76	14.21	6.83	7.49
DFFN	1.15	0.5	0.43	0.84	2.26
SUM	14.72	15.11	21.97	22.93	18.44
EVH	11.65	7.21	10.08	7.62	6.82
COCP	1.69	0.94	0.63	0.74	2.28
DPWW	0.0101	0.01	0.01	0.0115	0.0174
CRBP	6.27	6.48	6.47	5.17	6.0
TNDM	104.46	79.78	76.04	61.58	63.43
EAT	26.89	23.28	42.23	43.59	38.7
TRP	45.6	45.7	53.29	48.41	46.58
TXT	34.94	26.35	45.87	46.01	49.2
GEVO	0.55	1.22	2.01	2.36	2.45
BMO	55.52	50.18	74.08	71.17	71.21
GSS	4.5	2.34	2.94	3.4	3.55
MGY	5.98	6.47	10.52	9.82	11.18
ETR	105.13	94.59	129.34	118.52	102.16
DDD	6.59	8.49	10.89	9.49	9.02
NFG	40.57	40.54	42.19	43.85	45.78
WBT	6.08	4.93	15.09	18.96	16.42
BAH	81.76	73.14	77.41	69.54	67.73
HCCO	10.45	9.75	10.05	-	-
NGHC	33.99	18.98	21.65	21.15	24.49
OII	5.62	5.14	12.41	14.16	15.45
ZS	129.85	67.08	56.09	43.98	84.27
MBRX	1.15	1.09	0.87	1.07	1.09
FHB	17.38	17.31	28.34	26.41	25.6
GPOR	1.01	2.56	1.55	2.79	3.78
SGRP	1.02	0.81	1.13	1.14	0.73
ETN	93.13	82.71	92.77	85.54	47.7
AYRO	4.3	1718.75	2187.5	1937.5	2875.0
TTD	451.32	292.58	269.18	200.8	263.31
RRR	10.96	10.96	24.29	21.49	20.47
AAGFF	0.5107	0.1652	0.24	0.175	0.122
GD	146.74	129.66	172.72	173.08	180.98
DOV	102.93	93.18	112.76	102.45	94.99
JHG	20.89	17.2	23.95	21.6	18.41
GHSI	0.423	0.462	0.301	0.271	1.22
NWSA	12.72	9.91	13.49	13.57	12.94
BOX	17.95	16.14	15.03	16.92	16.54
GPC	90.15	78.58	91.92	100.03	93.92
ACAD	41.57	48.31	39.94	42.41	24.58
ZIOP	2.97	2.8	3.94	4.22	6.94
CHTR	580.0	495.23	517.46	467.86	385.38
RVMD	24.12	31.27	-	-	-
DBD	6.97	4.93	11.51	7.0	13.91
VPLM	0.0093	0.0104	0.0181	0.021	0.0151
DRRX	1.96	2.13	1.92	1.84	1.04
NJR	31.06	33.45	40.52	42.46	48.23
DBI	5.91	6.35	14.02	15.99	17.56
APT	21.77	13.08	6.72	3.6	3.53
SSRM	24.0	17.49	18.31	14.79	15.4
SSNC	57.5	55.04	62.73	51.67	47.54
CPB	49.57	49.63	47.69	45.31	40.15
AROC	6.66	4.65	7.94	9.04	10.14
LILAK	10.23	10.34	16.85	18.41	16.4
TMHC	23.45	14.55	25.88	25.05	22.52
RGCTF	0.067	0.018	0.018	0.019	0.0174
LYV	46.81	44.87	68.16	70.5	72.06
SEAS	14.47	14.69	34.46	26.42	30.57
STNE	47.71	26.38	43.44	36.79	35.01
CCO	0.92	0.96	2.73	2.33	3.03
LNTH	13.48	13.05	17.51	20.85	22.62
LRN	45.79	22.71	16.14	19.79	29.85
CHAP	0.389	0.49	1.03	0.937	3.55
WWE	46.61	44.35	48.6	55.61	72.1
ST	37.98	36.38	47.27	51.19	47.43
FOLD	14.45	11.81	8.84	8.43	12.4
UBSI	26.32	29.6	33.38	38.12	35.93
BEP	43.09	37.07	38.13	32.45	26.97
LAZ	29.32	27.0	40.75	35.81	36.66
IGT	9.86	7.54	13.07	12.65	12.56
PLAG	2.28	3.29	2.3	4.8	4.18
AER	26.93	28.12	56.61	57.88	54.53
AAN	52.18	31.88	59.18	74.65	62.78
FSCT	28.99	31.76	28.51	30.76	37.36
KPTI	16.05	22.05	16.15	11.7	8.81
KBR	22.24	20.18	26.93	27.8	25.96
WH	44.16	37.64	56.61	53.18	55.42
REED	1.33	0.55	0.94	0.75	3.25
SDGR	72.38	46.4	-	-	-
FRO	8.0	8.64	7.73	9.12	6.45
MCHP	101.73	87.36	96.75	93.21	92.96
TRMB	44.51	34.63	42.52	39.84	42.26
SWK	153.32	109.59	157.69	149.12	144.69
EL	197.54	176.4	194.67	185.34	182.88
SELB	2.38	2.7	3.6	1.47	1.8
CWH	36.62	8.81	15.07	9.04	11.04
A	96.33	76.5	82.18	75.24	68.8
TBIO	15.19	12.84	7.17	9.15	8.02
CHNG	11.66	11.64	15.52	13.22	13.93
BJ	40.05	26.31	20.52	26.7	23.56
FOSL	3.31	3.96	6.73	10.88	11.04
APD	286.63	224.31	235.83	209.65	223.23
PNW	83.08	75.49	95.78	90.79	87.99
VVV	20.52	17.09	20.84	20.99	19.76
VRTU	40.6	33.0	41.64	37.28	44.68
THC	26.44	20.18	31.64	25.34	23.57
PCAR	85.08	68.91	73.56	73.0	66.98
OMI	16.08	7.08	6.25	6.72	2.7
NCR	18.43	20.52	33.72	29.21	33.81
TD	44.28	41.22	53.82	55.02	55.77
EPZM	13.84	16.46	20.93	11.51	13.26
SMAR	47.74	52.72	48.48	39.4	49.91
TEUM	0.7	0.63	0.67	0.37	3.5
MMP	40.49	40.14	58.88	58.8	61.45
VMC	117.42	112.59	140.79	141.71	136.92
PPC	15.35	22.0	26.05	30.36	27.06
ACN	224.78	184.51	203.54	183.21	189.47
UMPQ	10.85	12.53	16.58	15.34	16.72
MDRPF	1.17	0.45	0.44	0.4	0.54
BDX	281.34	251.71	273.38	253.55	249.64
MIST	8.7	3.01	22.05	19.14	16.2
SINT	2.06	0.545	1.84	2.452	2.49
MCK	150.16	140.88	141.84	131.91	137.41
NMRK	4.07	3.8706	11.6205	10.4014	9.5466
VERX	23.56	-	-	-	-
AMKR	13.6	9.88	11.25	12.43	9.23
CRIS	1.17	0.92	1.59	2.28	2.27
MTB	105.95	110.95	165.55	152.76	159.2
DKS	45.62	29.17	43.08	37.7	35.74
WM	109.6	99.53	120.55	110.64	114.88
REAL	13.64	11.74	14.47	23.11	24.55
TSCO	142.74	101.1	92.32	94.04	107.31
SHLL	19.33	9.94	10.03	9.86	9.77
EURN	9.79	9.28	8.57	9.66	7.26
VRT	14.5	10.59	12.4	10.27	-
XEC	24.46	25.18	43.26	41.43	49.49
EAF	6.07	8.11	10.61	11.87	11.17
WYND	26.6	25.16	46.84	44.39	44.59
CGNX	66.87	55.18	50.86	51.32	43.82
HOPE	8.43	9.79	13.56	13.91	14.24
BC	66.98	47.49	62.32	57.51	48.31
LPTH	4.32	2.37	0.63	0.69	0.71
ZION	32.47	31.25	44.64	47.25	43.57
FTAC	10.49	10.17	10.26	10.03	9.93
KBH	33.64	26.15	37.33	35.39	26.05
UUUU	1.71	1.78	1.42	2.01	1.82
TMST	3.67	2.6	6.38	5.62	6.99
BG	43.44	39.1	51.21	52.26	56.04
ALDX	6.43	3.15	5.34	5.59	5.48
ABIO	7.0	3.66	5.24	4.95	6.85
CSTM	8.01	7.76	11.36	13.33	12.01
HA	11.89	14.4	27.77	28.38	25.65
NYT	46.14	32.47	31.9	30.75	35.44
DE	176.31	144.32	156.88	171.53	162.42
CMS	64.18	56.66	67.59	63.06	56.72
ALNA	1.24	1.61	2.55	5.27	4.09
ROSE	0.363	0.456	1.06	1.54	2.82
FORM	28.84	23.3	25.31	21.83	16.78
WMGI	30.02	29.12	30.14	20.8	28.86
MIME	46.93	40.9	51.03	39.71	47.6
EB	8.52	9.12	21.15	17.98	17.69
STNG	13.22	21.77	23.09	31.37	25.76
ALEC	15.67	24.72	27.94	16.84	21.12
AMRS	4.28	2.7	2.56	3.32	3.09
XYL	72.98	71.61	81.08	76.15	79.24
GDDY	70.28	69.43	67.21	65.03	73.38
MCEP	3.72	3.0	5.0	7.2	7.4
SCI	43.36	36.56	47.52	44.89	45.37
PAGS	38.23	25.33	32.49	37.08	43.48
UUU	2.02	0.65	0.78	0.68	1.3
NTR	32.59	35.22	41.5	46.02	52.29
RP	63.01	64.49	58.35	60.55	62.48
TRV	114.42	100.54	129.89	128.55	143.04
QGEN	49.45	41.69	33.78	29.81	37.72
STLD	27.41	24.03	29.22	29.48	30.35
URG	0.54	0.61	0.49	0.56	0.59
PRVCF	0.0438	0.0162	0.024	0.0175	0.0325
SEE	35.68	28.45	35.15	41.18	41.04
BSIG	13.44	7.4	9.06	9.57	10.32
ETFC	50.77	40.47	42.36	41.4	48.17
USAS	3.36	2.14	2.95	3.18	2.76
SNV	20.15	20.71	33.86	32.5	36.33
HVBTF	0.37	0.28	0.13	0.14	0.24
FBHS	76.5	48.02	68.2	59.4	54.11
VCBD	0.002	0.013	0.18	0.16	0.2
CLSN	1.1	1.32	1.44	1.63	1.75
GTX	5.88	5.45	8.42	9.5	14.17
WDAY	180.92	153.9	184.63	162.16	199.98
ATO	105.99	101.37	115.78	110.69	106.8
DG	190.4	174.97	152.78	159.35	132.93
GLDFF	0.016	0.015	0.0185	0.0236	0.045
XRAY	44.6	42.34	55.71	54.4	53.97
VERB	1.02	1.37	1.37	1.02	1.98
INFO	80.73	67.16	78.33	69.55	63.99
SHOO	21.18	25.07	38.35	40.81	34.07
CARG	28.89	22.88	35.65	33.59	37.27
CMC	20.68	15.84	20.27	18.85	17.08
DENN	8.89	11.27	20.47	20.12	22.59
PLNHF	2.81	1.165	1.5577	1.3731	2.05
TU	17.36	16.16	19.58	17.17	17.13
LTHM	6.27	6.2	9.41	6.86	6.44
CNXM	8.96	7.46	14.8	14.36	14.32
TOL	38.2	23.94	43.98	39.33	35.47
CIEN	59.51	46.25	40.67	37.12	45.22
UMRX	2.69	0.43	0.73	1.31	1.98
EMHTF	0.157	0.123	0.234	0.62	1.57
LTRPA	2.48	2.35	5.89	9.65	11.55
HTGC	11.04	9.96	13.92	13.31	12.21
GAN	19.35	-	-	-	-
ARLO	4.22	2.74	4.27	3.41	4.3
CBU	56.23	62.04	65.27	66.35	64.2
ULTA	192.99	217.92	267.91	233.15	349.25
CERS	7.13	6.15	4.01	4.35	5.85
LSCC	31.09	22.51	18.6	19.59	19.34
ZBH	134.86	119.45	147.23	137.38	134.06
PTN	0.58	0.48	0.65	0.81	0.91
RRGB	8.74	14.63	32.87	30.5	33.02
YETI	48.89	27.61	36.36	33.31	34.76
IPOC	10.55	-	-	-	-
BTAI	45.36	37.0	16.57	4.16	10.77
PUMP	5.37	4.24	9.74	7.75	18.13
SEEL	1.16	0.71	1.04	0.9	1.75
CFR	72.06	71.21	87.64	87.88	91.81
GSM	0.49	0.52	0.85	0.62	1.51
PPG	107.65	90.32	118.66	123.4	115.27
CNI	97.79	82.48	92.54	88.1	92.86
PSEC	5.01	4.19	6.06	5.83	5.83
VAR	142.72	114.38	140.57	120.81	117.37
SWBI	23.89	9.47	9.42	7.08	9.64
BIIB	274.69	296.83	268.85	298.71	237.82
CCXX	10.36	9.95	-	-	-
XERS	2.86	2.7	6.37	8.18	11.7
OI	10.44	8.24	12.57	8.42	16.73
VET	4.1	4.94	13.782	12.2191	15.96
ETM	1.4	1.22	3.9366	3.4361	5.575
LULU	325.59	223.48	239.39	204.27	191.09
GCI	1.48	1.13	6.11	8.81	9.6868
CFX	29.08	25.79	35.16	33.6	27.68
AGRX	2.5	2.425	3.7	1.2	1.16
BSGM	9.02	7.76	4.88	6.63	7.51
ABM	35.9	34.31	37.66	35.83	41.15
BKD	2.77	3.61	6.59	7.35	7.79
TGNA	11.78	10.66	16.72	14.8	14.89
TT	111.87	86.93	131.83	125.03	-
VIAV	13.83	12.08	14.1	15.96	14.67
BYFC	1.7	1.45	1.56	1.7	1.9
GIII	9.89	11.33	27.21	25.11	28.66
FFIV	135.9	139.26	122.12	144.08	146.72
DT	41.83	29.85	31.31	20.23	-
TXRH	56.19	47.09	62.03	55.78	54.22
VCYT	35.67	26.97	26.25	22.93	28.37
AGO	21.83	29.5	45.24	46.13	42.79
LPX	31.67	19.85	30.32	28.75	25.56
PRSP	21.4	21.51	27.92	26.34	23.1
ELF	17.86	13.07	15.68	16.8	16.59
NVTA	29.2	16.55	18.65	16.11	26.89
LITE	92.83	80.91	75.77	62.66	56.63
WERN	43.99	40.03	36.7	36.25	32.83
SRE	124.46	122.77	157.62	140.88	131.12
PDCE	14.26	12.99	21.59	19.95	28.73
MITK	10.26	9.33	9.76	9.64	10.04
NEP	62.2	49.73	55.61	51.11	46.7
PRTS	13.75	3.21	2.55	1.66	1.18
OXBR	1.39	0.845	0.928	0.91	1.01
ITW	184.99	161.46	172.57	165.27	150.16
WETF	3.6	3.2074	4.1391	4.9952	6.029
ADIL	1.61	1.48	1.82	1.55	1.8
CYTK	21.62	15.11	12.3	11.65	12.19
RVP	11.97	3.06	1.6	1.23	0.74
TRX	0.93	0.52	0.56	0.81	0.92
ZVO	3.94	1.82	1.59	1.96	3.81
SKX	29.28	28.18	37.39	37.37	37.94
APLS	25.89	34.27	41.11	29.39	27.93
CBAT	0.87	0.48	0.71	0.53	0.98
PXD	96.92	88.79	133.14	120.97	135.27
SPI	1.4	0.93	1.76	2.73	2.0
TMO	413.95	334.46	312.74	301.37	276.94
FAF	51.01	45.74	61.06	60.46	56.19
ENLC	2.45	2.141	4.6368	5.5624	8.2013
BRKS	54.45	38.4	37.88	42.15	38.39
SHLX	11.82	14.19	18.98	18.96	19.54
BNFT	11.71	10.83	18.5	22.74	24.99
AAOI	14.21	10.72	11.3	9.36	10.01
DAR	27.93	20.59	27.13	19.3	20.33
KEYS	99.89	96.77	92.99	100.91	89.52
LNG	49.48	46.69	59.24	61.55	65.15
WNC	11.39	8.14	11.39	13.92	15.36
URI	155.37	128.5	135.69	133.57	126.55
LNT	53.85	48.21	58.5	52.23	48.18
WTER	2.02	1.0	1.4	1.3	1.85
FHI	26.36	22.49	35.53	31.07	33.53
OPGN	2.16	2.29	1.57	1.32	7.0
TTMI	12.31	11.59	14.39	11.71	10.46
CHKP	125.35	105.74	114.31	112.41	111.95
DXLG	0.34	0.39	1.11	1.45	1.76
AKAM	112.44	97.71	93.35	86.5	88.13
EHTH	69.14	106.7	105.16	69.04	103.75
FNMA	1.97	1.72	3.19	3.08	2.28
APH	105.76	88.03	98.9	99.52	92.32
WTNW	0.0525	0.0379	0.0465	0.07	0.175
